stringsfile version 1
3752
str_no_string NO_STRING!
str_strategy_criticism_cautious I_believe_that_this_strategy_is_overly_cautious,_and_will_see_our_army_melt_away_from_boredom_without_us_achieving_any_successes.
str_tavernkeeper_invalid_quest _had_some_sort_of_business_going_on,_but_I'm_having_trouble_remembering_the_details.
str_faction_title_male_player Lord_{s0}
str_faction_title_male_1 Lord_{s0}
str_faction_title_male_2 Lord_{s0}
str_faction_title_male_3 Lord_{s0}
str_faction_title_male_4 Lord_{s0}
str_faction_title_male_5 Lord_{s0}
str_faction_title_male_6 Lord_{s0}
str_faction_title_male_7 Lord_{s0}
str_faction_title_male_8 Lord_{s0}
str_faction_title_male_9 Lord_{s0}
str_faction_title_male_10 Lord_{s0}
str_faction_title_male_11 Lord_{s0}
str_faction_title_male_12 Lord_{s0}
str_faction_title_male_13 Lord_{s0}
str_faction_title_male_14 Lord_{s0}
str_faction_title_male_15 Lord_{s0}
str_faction_title_male_16 Lord_{s0}
str_faction_title_male_17 Lord_{s0}
str_faction_title_male_18 Lord_{s0}
str_faction_title_male_19 Lord_{s0}
str_faction_title_male_20 General_{s0}
str_faction_title_female_player Lady_{s0}
str_faction_title_female_1 Lady_{s0}
str_faction_title_female_2 Lady_{s0}
str_faction_title_female_3 Lady_{s0}
str_faction_title_female_4 Lady_{s0}
str_faction_title_female_5 Lady_{s0}
str_faction_title_female_6 Lady_{s0}
str_faction_title_female_7 Lady_{s0}
str_faction_title_female_8 Lady_{s0}
str_faction_title_female_9 Lady_{s0}
str_faction_title_female_10 Lady_{s0}
str_faction_title_female_11 Lady_{s0}
str_faction_title_female_12 Lady_{s0}
str_faction_title_female_13 Lady_{s0}
str_faction_title_female_14 Lady_{s0}
str_faction_title_female_15 Lady_{s0}
str_faction_title_female_16 Lady_{s0}
str_faction_title_female_17 Lady_{s0}
str_faction_title_female_18 Lady_{s0}
str_faction_title_female_18 Lady_{s0}
str_faction_title_female_18 Lady_{s0}
str_faction_title_female_20 Lady_{s0}
str_name_kingdom_text What_will_be_the_name_of_your_domain?
str_default_kingdom_name {s0}'s_Domain
str_lord_defects_ordinary Lord_Defects^^{s1}_has_renounced_{reg4?her:his}_allegiance_to_the_{s3},_and_joined_the_{s2}
str_lord_defects_player Lord_Defects^^{s1}_has_renounced_{reg4?her:his}_allegiance_to_the_{s3}._{reg4?She:He}_has_tentatively_joined_your_clan._You_may_go_to_your_court_to_receive_a_pledge,_if_you_wish.
str_lord_defects_player_faction Lord_Defects^^{s1}_has_renounced_{reg4?her:his}_allegiance_to_the_{s3}._{reg4?She:He}_has_tentatively_joined_your_clan._You_may_go_to_your_court_to_receive_a_pledge,_if_you_wish.
str_lord_indicted_player_faction By_order_of_{s6},_{s4}_of_the_{s5}_has_been_indicted_for_treason._The_lord_has_been_stripped_of_all_{reg4?her:his}_properties,_and_has_fled_for_{reg4?her:his}_life._{reg4?She:He}_wishes_to_join_your_clan._You_may_find_{reg4?her:him}_in_your_court_to_receive_{reg?her:his}_allegiance,_if_you_wish_it.
str_lord_indicted_dialog_approach Greetings,_{my_lord/my_lady}._You_may_have_heard_of_my_ill_treatment_at_the_hands_of_{s10}._You_have_a_reputation_as_one_who_treats_{his/her}_vassals_well,_and_if_you_will_have_me,_I_would_be_honored_to_pledge_myself_as_your_vassal.
str_lord_indicted_dialog_approach_yes And_I_would_be_honored_to_accept_your_pledge.
str_lord_indicted_dialog_approach_no I'm_sorry._Your_service_is_not_required.
str_lord_indicted_dialog_rejected Indeed?_Well,_perhaps_your_reputation_is_misleading._Good_day,_{my_lord/my_lady}_--_I_go_to_see_if_another_ruler_in_Japan_is_more_appreciative_of_my_talents.
str__has_been_worried_about_bandits_establishing_a_hideout_near_his_home _has_been_worried_about_bandits_establishing_a_hideout_in_{reg4?her:his}_area.
str_bandit_lair_quest_description Find_and_destroy_the_{s9},_and_report_back_to_{s11}.
str_bandit_hideout_preattack You_approach_the_hideout._The_{s4}_don't_appear_to_have_spotted_you_yet,_and_you_could_still_sneak_away_unnoticed._The_difficult_approach_to_the_site_--_{s5}_--_means_that_only_a_handful_of_troops_in_your_party_will_be_able_to_join_the_attack,_and_they_will_be_unable_to_bring_their_horses._If_your_initial_attack_fails,_the_{s4}_will_easily_be_able_to_make_their_escape_and_disperse._Do_you_wish_to_attack_the_hideout,_or_wait_for_another_occasion?
str_bandit_hideout_failure The_{s4}_beat_back_your_attack._You_regroup,_and_advance_again_to_find_that_they_have_dispersed_and_vanished_into_the_surrounding_countryside,_where_no_doubt_they_will_continue_to_threaten_travellers.
str_bandit_hideout_success With_their_retreat_cut_off,_the_{s4}_fall_one_by_one_to_your_determined_attack._Their_hideout,_and_their_ill-gotten_gains,_as_now_yours.
str_bandit_approach_defile down_a_narrow_defile
str_bandit_approach_swamp through_a_pine_swamp
str_bandit_approach_thickets through_a_series_of_dense_thickets
str_bandit_approach_cliffs up_a_path_along_the_side_of_a_cliff
str_bandit_approach_cove down_a_stream_bed_cutting_through_the_sea-cliffs
str_political_explanation_lord_lacks_center In_this_case,_the_fief_should_go_to_a_lord_who_has_no_land_and_no_income.
str_political_explanation_lord_took_center In_this_case,_the_fortress_should_go_to_the_one_who_captured_it.
str_political_explanation_most_deserving_friend In_this_case,_I_looked_to_my_close_friends_and_companions,_and_decided_to_give_the_fief_to_the_most_deserving.
str_political_explanation_most_deserving_in_faction In_this_case,_I_looked_to_all_the_lords_of_the_domain,_and_decided_to_give_the_fief_to_the_most_deserving.
str_political_explanation_self In_the_absence_of_any_clear_other_candidate,_I_nominate_myself.
str_political_explanation_marshal I_chose_the_most_valiant_of_our_vassals,_whom_I_trust,_and_whose_name_is_not_currently_tainted_by_controversy.
str_prisoner_at_large large,_after_the_captors_were_defeated_in_battle._I_expect_your_friend_will_resurface_shortly.
str_quick_battle_scene_1 Farmhouse
str_quick_battle_scene_2 Oasis
str_quick_battle_scene_3 Tulbuk's_Pass
str_quick_battle_scene_4 Haima_Castle
str_quick_battle_scene_5 Ulbas_Castle
str_quick_battle_troop_1 There_is_a_reason_no_one_goes_about_the_cities_without_armed_guards_once_the_sun_sets,_and_that_reason_is_Rodrigo_de_Braganca._Once_a_bright_eyed_merchant_who_arrived_at_Tihr_with_a_small_fortune_in_rubies_and_a_dream_to_corner_the_silk__market,_he_was_soon_reduced_to_a_pauper,_having_lost_everything_to_cutthroat_competition_with_the_colluding_Rhodok_merchant_guilds._But_he_soon_turned_measuring_scales_into_swords,_and_applied_his_considerable_business_smarts_into_building_up_the_deadliest_criminal_enterprise_in_Veluca,_with_hideouts_and_operations_in_every_major_town._He_has_attained_his_goal,_for_the_price_on_his_head_is_greater_than_the_riches_he_once_pursued._Now_he_takes_great_pleasure_in_relieving_his_former_competitors_of_their_worldly_goods_-—_and_worries.
str_quick_battle_troop_2 Usiatra_usurped_leadership_of_the_group_of_bandits_that_occupied_Siri,_a_rural_village_in_the_southern_deserts_outside_the_realm_of_Japan,_in_a_curt_and_bloody_fashion_when_she_was_seventeen_years_old._Under_her_direction,_the_band_of_ruffians_quickly_expanded_their_operations_across_the_southlands._Her_shrewd,_decisive_manner,_combined_with_her_merciless_ambition_which_she_acts_upon_with_inhuman_composure_and_cruelty,_garners_fanatic_admiration_from_those_that_follow_her._As_such,_amongst_her_own_she_lives_a_decadent,_spoilt_lifestyle_--_built_upon_the_violent_plundering_she_exacts_in_her_travels._Her_military_strength_and_natural_strategic_wit_allowed_her_outfit_to_remain_undealt_with_in_her_homeland,_and_now_she_turns_her_eye_towards_the_rich_lands_of_Japan_to_sustain_her_war_band.
str_quick_battle_troop_3 The_second_son_of_a_minor_noble_living_near_Uxkhal,_Hegen_was_educated_in_the_art_of_war_and_single_combat._After_being_knighted_he_served_as_a_paid_knight_in_the_army_of_the_lord_of_Uxkhal_and_fought_against_the_Vaegirs_before_leading_a_group_of_outriders_that_defeated_a_Khergit_raid_near_Amere._The_ensuing_counter_raid_and_the_following_two_campaigns_earned_him_glory_and_fame_as_a_warrior._Unfortunately,_he_lost_any_chance_of_further_prestige_when_peace_was_declared_and_he_was_discharged._With_no_hope_of_inheriting_and_his_skills_at_war_languishing_in_peace,_he_assembled_other_young_warriors_and_set_out_as_a_mercenary_captain._He_now_hopes_to_take_advantage_of_the_fact_that_Japan_never_lacks_warring_states_in_need_of_mercenaries.
str_quick_battle_troop_4 Konrad_is_a_professional_mercenary_from_the_distant_land_of_Balion,_far_beyond_the_vast_western_ocean._Having_spent_most_of_his_years_on_campaign_and_seen_countless_battles,_Konrad_has_grown_to_love_his_life_as_a_soldier_of_fortune._Though_he_once_had_his_nose_flattened_by_a_mace_blow_and_has_received_many_wounds,_he_has_nevertheless_survived_this_harsh_existence_through_the_strength_of_his_arm,_innate_cunning_and_pure_luck._Hearing_of_the_lucrative_career_opportunities_awaiting_a_man_of_his_talents_in_Japan,_Konrad_chartered_a_vessel_and_crossed_the_sea_with_his_men_in_search_of_new_wars_to_fight_in._A_sellsword_with_no_ties_to_any_of_the_Japan_domains,_he_is_more_than_happy_to_offer_his_services_to_any_lord_with_a_fat_enough_coin-purse.
str_quick_battle_troop_5 Sverre_is_one_of_the_so-called_sea_raiders_--_freebooters_and_lawless_men_from_the_icy_realm_of_Jumne_beyond_the_North_Sea,_also_said_to_be_the_ancestral_home_of_the_Nords._Already_as_a_young_man_he_has_been_along_on_many_raids_against_both_his_distant_cousins_in_the_Wercheg_region_and_the_Vaegirs._However,_Sverre_was_always_a_sharp_lad,_and_it_didn't_take_him_long_to_see_that_Japan_was_a_far_more_prosperous_land_than_his_own,_and_that_he_could_have_a_better_life_here_than_among_his_own_people._During_a_raid_on_Jayek,_Sverre_stole_away_while_his_comrades_were_busy_looting_the_village_and_taking_captives._Passing_himself_off_as_a_yokel_from_the_Chalbek_mountains,_Sverre_quickly_built_up_a_reputation_for_himself_as_a_fierce_fighter,_and_he_now_seeks_his_fortune_at_the_head_of_a_mercenary_band.
str_quick_battle_troop_6 Hailing_from_Charnye,_in_the_far_reaches_of_the_Vaegir_tundra,_Borislav_is_a_hunter._For_all_of_his_life_he_has_tracked_the_beasts_of_the_wild_for_their_meat_and_fur,_living_off_the_land_just_as_his_forefathers_had_done_in_happier_days,_before_the_endless_wars._Now,_the_game_is_quick_to_take_fright_from_the_constant_sounds_of_battle,_and_the_wanton_slaughter_of_animals_by_soldiers_has_left_empty_those_forests_that_have_not_been_burnt_down._Facing_starvation,_Borislav_chose_to_turn_his_great_skill_with_bow_and_spear,_learned_from_hunting_stag,_wolf,_and_bear,_to_the_practice_of_hunting_men,_and_his_steady_hand_and_keen_eye_have_claimed_many_lives._Borislav_does_not_care_much_for_the_disputes_of_kingdoms,_and_is_only_really_interested_in_keeping_himself_and_his_men_fed.
str_quick_battle_troop_7 Stavros_was_born_in_the_independent_city-state_of_Zendar,_and_spent_much_of_his_adult_life_serving_in_the_town_watch_under_the_famous_constable_Hareck._Stavros'_leadership_and_prowess_were_instrumental_in_ridding_the_area_of_the_dreaded_river_pirates,_but_even_he_was_powerless_against_the_calamity_that_befell_the_city._When_Zendar_was_razed_to_the_ground_by_a_great_horde_of_sea_raiders,_Stavros_fled_the_burning_city_in_a_crowd_of_refugees._After_a_brief_period_of_wandering_and_odd_jobs,_he_found_a_place_in_a_mercenary_company,_eventually_rising_to_become_its_leader_due_to_his_dedication_and_tactical_aptitude._He_now_devotes_most_of_his_efforts_to_working_with_manhunters_and_local_authorities_against_the_sea_raiders_and_other_outlaws,_trying_to_keep_the_land_safe_for_travelers.
str_quick_battle_troop_8 Growing_up_with_one_of_the_nomadic_tribes_deep_in_the_desert_beyond_Sarranid_lands,_Gamara_learned_early_on_how_to_hunt_with_sling_and_spear._However,_the_simple_life_and_pitiless_conditions_in_the_desert_did_not_satisfy_her,_and_she_burned_with_a_desire_to_see_the_great_world_beyond_that_she_had_heard_so_many_wondrous_tales_about._Life_is_not_easy_for_an_adventuring_young_woman,_and_Gamara_had_to_learn_the_ways_of_Japan_quickly._Taking_the_weapons_and_armor_of_a_soldier_who_had_attacked_her_after_a_dispute,_Gamara_now_hides_her_beauty_under_thick_Sarranid_garb,_and_many_never_even_suspect_she_is_a_woman_–-_certainly_as_a_force_on_the_battlefield_she_is_as_dangerous_as_any_man._She_has_gathered_about_her_a_group_of_followers,_and_together_they_wander_the_war-torn_land_in_search_of_glory.
str_quick_battle_troop_9 Aethrod_is_not_a_noble_person._He's_changed_his_name_twice,_and_is_blamed_for_most_of_the_crimes_on_Vaegir_territory._True_or_not,_he_claims_to_never_have_taken_an_innocent_man's_life,_and_considers_himself_a_patriotic_citizen,_several_times_bringing_his_band_or_renegades_to_the_assistance_of_his_faction,_when_it_is_threatened._In_times_of_peace,_however,_most_lords_must_be_careful_when_he_is_in_the_vicinity_due_to_his_daring_personality_and_willingness_to_challenge_a_lord._Born_and_rasied_in_the_slums_of_Reyvadin,_he_learned_how_to_use_a_bow_at_an_early_age_and_ran_away_from_home_a_fourteen._Now_at_thirty_two,_his_archery_skills_are_near_perfect_and_though_he_can't_ride_a_horse_well,_he_can_hit_one_at_the_furthest_of_distances._Tough_as_nails_and_sharp_as_a_hawk,_he_is_a_true_local_legend.
str_quick_battle_troop_10 Being_the_daughter_of_one_of_the_most_infamous_bandit_leaders_in_the_Sarranid_realm_isn't_always_easy,_but_Zaira_seems_to_have_managed_quite_well._Unlike_most_women_she_grew_up_learning_the_ways_of_the_desert_warrior_and_is_deadly_with_the_sword_as_well_as_the_bow._While_the_other_girls_her_age_learned_how_to_manage_the_household,_Zaira_learned_how_to_best_gut_a_merchant_before_taking_his_money._At_the_age_of_sixteen_Zaira_had_killed_more_men_than_the_average_veteran_in_the_Sultan's_army._Just_before_her_twentieth_brithday_her_father_was_killed_in_brawl_with_another_bandit_leader._As_the_only_child,_Zaira_now_took_control_of_her_father's_band._After_avenging_her_father,_she_quickly_picked_up_where_he_had_left._Now_she's_on_a_good_way_of_establishing_her_own_reputation_has_a_bandit_leader.
str_quick_battle_troop_11 Argo_Sendnar_had_quite_a_diversified_life._When_he_arrived_at_Japan,_working_as_a_trader,_he_hoped_for_more_income_than_in_Lokti._Little_did_he_know,_that_the_wartorn_Japan_was_a_wasps'_nest_for_bandits_and_cutthroats_that_made_trading_a_lot_more_complicated_than_in_Lokti._Being_bought_out_by_another_competeting_trader,_after_losing_all_his_goods_and_money_due_to_caravan_raids,_he_was_forced_to_serve_as_a_caravan_guard_to_make_a_living._Despite_his_pathetic_fighting_skills,_he_soon_found_an_employment_on_one_of_the_more_dangerous_routes_through_Japan._Due_to_sheer_luck_he_managed_to_stay_alive_long_enough_to_aquire_enough_combat_experience_and_money_to_start_his_own_buisness_as_a_caravan_master,_offering_his_services_to_traders_in_need_of_defense_for_their_goods.
str_quick_battle_troops_end {!}quick_battle_troops_end
str_tutorial_training_ground_intro_message Walk_around_the_training_field_and_speak_with_the_fighters_to_practice_various_aspects_of_Mount&Blade_combat._You_can_use_ASDW_keys_to_move_around._To_talk_to_a_character,_approach_him_until_his_name_appears_on_your_screen,_and_then_press_the_F_key._You_can_also_use_the_F_key_to_pick_up_items,_open_doors_and_interact_with_objects._Press_the_Tab_key_to_exit_the_tutorial_any_time_you_like.
str_map_basic Map
str_game_type_basic Game_Type
str_battle Battle
str_siege_offense Siege_(Offense)
str_siege_defense Siege_(Defense)
str_character Character
str_biography Background
str_player Player
str_enemy Enemy
str_faction Faction
str_army_composition Army_Composition
str_army_size Army_Size
str_reg0_percent {!}{reg0}%
str_reg0_men {reg0}_men
str_start Start
str_i_need_to_raise_some_men_before_attempting_anything_else I_need_to_raise_some_men_before_attempting_anything_else
str_we_are_currently_at_peace We_are_currently_at_peace.
str_the_marshalship the_strategist_position
str_you you
str_myself myself
str_my_friend_s15 my_friend_{s15}
str_custom_battle Custom_Battle
str_comment_intro_liege_affiliated_to_player I_am_told_that_you_would_dispute_my_claim_to_the_crown_of_Japan._Needless_to_say,_I_am_not_pleased_by_this_news._However,_we_may_still_talk.
str_s21_the_s8_declared_war_out_of_personal_enmity {s21}_The_{s8}_declared_war_out_of_personal_enmity
str_s21_the_s8_declared_war_in_response_to_border_provocations {s21}_The_{s8}_declared_war_in_response_to_border_provocations
str_s21_the_s8_declared_war_to_curb_the_other_realms_power {s21}_The_{s8}_declared_war_to_curb_the_other_domain's_power
str_s21_the_s8_declared_war_to_regain_lost_territory {s21}_The_{s8}_declared_war_to_regain_lost_territory
str__family_ ^Family:_
str_we_are_conducting_recce We_will_first_scout_the_area,_and_then_decide_what_to_do.
str__family_ ^Family:
str_s49_s12_s11_end {s49}_{s12}_({s11}).
str_center_party_not_active is_not_our_target,_because_we_don't_have_a_leader_who_has_taken_the_field.
str_center_is_friendly is_not_our_enemy.
str_center_is_already_besieged is_already_under_siege.
str_center_is_looted_or_raided_already is_already_been_laid_waste.
str_center_marshal_does_not_want_to_attack_innocents is_inhabited_by_common_folk,_who_would_suffer_the_most_if_the_land_is_laid_waste.
str_center_we_have_already_committed_too_much_time_to_our_present_siege_to_move_elsewhere is_already_under_siege,_so_it_would_be_a_mistake_to_move_elsewhere.
str_center_we_are_already_here_we_should_at_least_loot_the_village is_close_at_hand,_we_should_take_hold_of_its_wealth_and_lay_waste_to_the_rest.
str_center_far_away_we_can_reconnoiter_but_will_delay_decision_until_we_get_close NOT_USED
str_center_far_away_our_cautious_marshal_does_not_wish_to_reconnoiter is_too_far_away,_even_to_reconnoiter.
str_center_far_away_even_for_our_aggressive_marshal_to_reconnoiter is_too_far_away,_even_to_reconnoiter.
